pos	N2_EV	N2_RNAi	TFIIS_EV	TFIIS_RNAi	total	name
3373	chrIV,16146294,16146314	0	0	0	0.346336674809485	0	21UR
3374	chrIV,16156753,16156773	0	0.225939881289921	0	0	0	21UR
3376	chrIV,16173162,16173182	0.217553865407833	0	0	0	0	21UR
3377	chrIV,16182183,16182203	0	0	0	0.232102667162166	0	21UR
3378	chrIV,16189668,16189688	0.113059010244766	0	0	0.168278875334616	0	21UR
3379	chrIV,16199361,16199381	0	0.100637770012422	0	0	0	21UR
3380	chrIV,16200678,16200698	0.100269029479392	0	0	0.296326800914182	0	21UR
3381	chrIV,16203925,16203945	0	0	0	0.0315943402831743	0	21UR
3382	chrIV,16205724,16205744	0	0.0545838715097285	0	0	0	21UR
3383	chrIV,16216025,16216045	0	0	0	0.088107294347716	0	21UR
3384	chrIV,16225244,16225264	0	0	0	0.420416967359265	0	21UR
3385	chrIV,16239027,16239047	0	0	0.277544699785993	0	0	21UR
3386	chrIV,16249401,16249421	0	0.0427067270146706	0	0	0	21UR
3387	chrIV,16254061,16254081	0	0	0	0.321401083684705	0	21UR
3388	chrIV,16357771,16357791	0	0.225939881289921	0	0	0	21UR
3389	chrIV,16366119,16366139	0	0	0	0.109716507835651	0	21UR
3390	chrIV,16370121,16370141	0.113059010244766	0	0	0.51778294283772	0	21UR
3391	chrIV,16377039,16377059	0.0587548273323665	0	0	0.395835591476711	0	21UR
3392	chrIV,16382663,16382683	0	0	0	0.321401083684705	0	21UR
3393	chrIV,16385064,16385084	0	0.440161816341934	0	0	0	21UR
3396	chrIV,16437369,16437389	0	0	0	0.0603430180117605	0	21UR
3397	chrIV,16452504,16452524	0	0	0	0.220121518035111	0	21UR
3398	chrIV,16474443,16474463	0	0	0	0.211236081092168	0	21UR
3399	chrIV,16477620,16477640	0	0	0	0.395835591476711	0	21UR
3400	chrIV,16523889,16523909	0	0	0	0.220121518035111	0	21UR
3401	chrIV,16524912,16524932	0	0	0	0.194323719928095	0	21UR
3402	chrIV,16527196,16527216	0	0	0	0.420416967359265	0	21UR
3403	chrIV,16536115,16536135	0	0	0	0.245705251247459	0	21UR
3404	chrIV,16540388,16540408	0	0	0	0.141942440360852	0	21UR
3405	chrIV,16542347,16542367	0	0	0	0.0603430180117605	0	21UR
3406	chrIV,16561500,16561520	0	0.595815988341685	0	0	0	21UR
3407	chrIV,16577734,16577754	0	0	0	0.141942440360852	0	21UR
3408	chrIV,16578189,16578209	0	0	0	0.406690687075241	0	21UR
3409	chrIV,16578985,16579005	0	0	0	0.088107294347716	0	21UR
3416	chrIV,16619748,16619768	0	0	0	0.0603430180117605	0	21UR
3417	chrIV,16622090,16622110	0	0	0	0.0388468926183482	0	21UR
3418	chrIV,16622214,16622234	0	0	0	0.49357398790235	0	21UR
3419	chrIV,16630379,16630399	0.0587548273323665	0	0	0.168278875334616	0	21UR
3421	chrIV,16658095,16658115	0.189928127404187	0	0	0.220121518035111	0	21UR
3422	chrIV,16660371,16660391	0	0	0	0.141942440360852	0	21UR
3423	chrIV,16662197,16662217	0	0.225939881289921	0	0	0	21UR
3424	chrIV,16662293,16662313	0	0	0	0.0388468926183482	0	piRNA_type1
3425	chrIV,16669630,16669650	0	0	0	0.627877911632925	0	21UR
3426	chrIV,16678405,16678425	0	0.560616474739785	0	0	0	21UR
3427	chrIV,16683784,16683804	0.0587548273323665	0	0	0	0	21UR
3428	chrIV,16684067,16684087	0	0	0	0.420416967359265	0	21UR
3429	chrIV,16697810,16697830	0	1.164698493394	0	0.0315943402831743	0	21UR
3431	chrIV,16708343,16708363	0	0	0	0.194323719928095	0	21UR
3434	chrIV,16720409,16720429	0	0	0	0.81379567907324	0	21UR
3435	chrIV,16734675,16734695	0	0	0	0.342319751406401	0	21UR
3436	chrIV,16748337,16748357	0	0.502511314624815	0	0.371144946425045	0	21UR
3437	chrIV,16771762,16771782	0	0.792757645788265	0	0	0	piRNA_type1
3438	chrIV,16773412,16773432	0	0	0	0.309875804222363	0	21UR
3439	chrIV,16793212,16793232	0	0	0	0.296326800914182	0	21UR
3440	chrIV,16800164,16800184	0	0	0	0.309875804222363	0	21UR
3441	chrIV,16804564,16804584	0	0	0	0.0388468926183482	0	21UR
3442	chrIV,16825885,16825905	0	0	0	0.141942440360852	0	21UR
3443	chrIV,16829502,16829522	0.377895783076456	0	0	0.342319751406401	0	21UR
3447	chrIV,16872019,16872039	0	0	0	0.659064749635035	0	21UR
3448	chrIV,16878859,16878879	0	0	0	0.502170877815015	0	21UR
3449	chrIV,16890113,16890133	0	0	0	0.371144946425045	0	21UR
3450	chrIV,16890228,16890248	0	0	0	0.0603430180117605	0	21UR
3453	chrIV,16899929,16899949	0	0	0	0.0315943402831743	0	21UR
3454	chrIV,16907962,16907982	0	0	0	0.5966007467834	0	piRNA_type1
3455	chrIV,16973361,16973381	0	0	0	0.420416967359265	0	21UR
3456	chrIV,16974855,16974875	0.0587548273323665	0.143940694159049	0	0.444896352078708	0	21UR
3457	chrIV,16978253,16978273	0.0587548273323665	0	0	0.296326800914182	0	piRNA_type1
3458	chrIV,16982043,16982063	0.0587548273323665	0	0	0.141942440360852	0	21UR
3459	chrIV,16982378,16982398	0	0	0	0.220121518035111	0	21UR
3460	chrIV,16982720,16982740	0	0	0	0.296326800914182	0	21UR
3461	chrIV,16994721,16994741	0	0.0545838715097285	0	0.177801668603627	0	piRNA_type1
3462	chrIV,17017910,17017930	0	0	0	0.194323719928095	0	21UR
3463	chrIV,17024000,17024020	0	0	0	0.371144946425045	0	21UR
3464	chrIV,17046023,17046043	0	0	0	0.395835591476711	0	21UR
3465	chrIV,17046876,17046896	0.0587548273323665	0.0214706972465119	0	0.988929826222025	0	21UR
3466	chrIV,17050554,17050574	0.0587548273323665	0	0	0.321401083684705	0	21UR
3467	chrIV,17056666,17056686	0	0	0	0.438648903877	0	21UR
3468	chrIV,17066141,17066161	0	0.27351616038897	0	0	0	21UR
3469	chrIV,17073790,17073810	0	0.0214706972465119	0	0.168278875334616	0	21UR
3470	chrIV,17074978,17074998	0	0	0	0.321401083684705	0	21UR
3483	chrIV,17151380,17151400	0	0	0	0.565227947895085	0	21UR
3484	chrIV,17151556,17151576	0	0	0	0.371144946425045	0	21UR
3485	chrIV,17154907,17154927	0.113059010244766	0	0	0.670912487053813	0	21UR
3486	chrIV,17158376,17158396	0.0587548273323665	0	0	0.395835591476711	0	21UR
3487	chrIV,17159968,17159988	0	0	0	0.245705251247459	0	21UR
3488	chrIV,17172196,17172216	0	0.265387376775298	0	0	0	21UR
3489	chrIV,17182106,17182126	0	0	0	0.168278875334616	0	21UR
3490	chrIV,17184417,17184437	0	0.416571510612551	0	0	0	21UR
3491	chrIV,17200093,17200113	0	0.265387376775298	0.0542852270387814	0	0	piRNA_type1
3492	chrIV,17201016,17201036	0.0587548273323665	0	0	0.194323719928095	0	21UR
3493	chrIV,17202031,17202051	0	0	0	0.074791528833565	0	piRNA_type1
3494	chrIV,17202421,17202441	0	0	0	0.49357398790235	0	21UR
3495	chrIV,17204030,17204050	0	0	0	0.0603430180117605	0	21UR
3496	chrIV,17206850,17206870	0	0	0	0.49357398790235	0	21UR
3497	chrIV,17211559,17211579	0	0	0	1.38849215190913	0	21UR
3498	chrIV,17237460,17237480	0	0.063855075424427	0	0	0	21UR
3499	chrIV,17245670,17245690	0.16580116207685	0.0214706972465119	0	0.395835591476711	0	21UR
3500	chrIV,17248151,17248171	0	0.100637770012422	0	0	0	21UR
3501	chrIV,17248625,17248645	0	0.0214706972465119	0	0.75601876830122	0	21UR
3504	chrIV,17261548,17261568	0.0587548273323665	0	0	0.296326800914182	0	21UR
3505	chrIV,17262514,17262534	0	0	0	0.074791528833565	0	21UR
3555	chrIV,2783442,2783462	0.515013512117795	0	0	0.141942440360852	0	21UR
3557	chrIV,2783578,2783598	0.487997374864887	0	0	0	0	piRNA_type1
3577	chrIV,3146885,3146905	0.98289039294883	3.31914292467655	0	4.83281794703537	0	21UR
3609	chrIV,410356,410376	0	0.252636271928537	0	0	0	piRNA_type1
3658	chrIV,4786213,4786233	0	0	0	0.211236081092168	0	21UR
3665	chrIV,4830214,4830234	0	0	0	0.4692801390604	0	21UR
3666	chrIV,4839780,4839800	0	0	0	0.565963818983575	0	21UR
3667	chrIV,4865662,4865682	0	0	0	0.0603430180117605	0	21UR
3668	chrIV,4868097,4868117	0	0	0	0.211236081092168	0	21UR
3669	chrIV,4886436,4886456	0	0.772058359413905	0	0.0315943402831743	0	21UR
3670	chrIV,4896412,4896432	0	0	0	0.321401083684705	0	piRNA_type1
3671	chrIV,4934974,4934994	0	0	0	0.498991921888761	0	21UR
3672	chrIV,4941653,4941673	0.0587548273323665	0	0	0.0603430180117605	0	21UR
3673	chrIV,4951500,4951520	0.113059010244766	0	0	0.51778294283772	0	21UR
3674	chrIV,4985485,4985505	0	0	0	0.556629835456068	0	21UR
3676	chrIV,5038546,5038566	0.0587548273323665	0	0	0.141942440360852	0	21UR
3677	chrIV,5052780,5052800	0	0	0	0.438648903877	0	21UR
3678	chrIV,5079443,5079463	0.0587548273323665	0.185548596553252	0	0.194323719928095	0	21UR
3687	chrIV,5097765,5097785	0	0.127012236414224	0	0	0	21UR
3688	chrIV,5097964,5097984	0	0	0	0.271100303363184	0	21UR
3689	chrIV,5103112,5103132	0.0587548273323665	0.66541041968392	0	0.589943513895635	0	21UR
3690	chrIV,5105590,5105610	0	0	0	0.271100303363184	0	21UR
3691	chrIV,5108815,5108835	0	0	0	0.47047224712793	0	21UR
3692	chrIV,5109905,5109925	0.0587548273323665	0	0	0.115251016167185	0	21UR
3693	chrIV,5118031,5118051	0.0587548273323665	0	0	0.168278875334616	0	piRNA_type1
3695	chrIV,5140762,5140782	0	0	0	0.406690687075241	0	21UR
3696	chrIV,5161675,5161695	0	0	0	0.220121518035111	0	21UR
3701	chrIV,5189523,5189543	0	0	0	0.194323719928095	0	21UR
3702	chrIV,5194049,5194069	0	0	0	0.271100303363184	0	21UR
3704	chrIV,5196048,5196068	0	0.0214706972465119	0	0.61385397536261	0	21UR
3705	chrIV,5198571,5198591	0	0	0	0.309875804222363	0	piRNA_type1
3710	chrIV,5212725,5212745	0	0.834143410548025	0	0	0	21UR
3711	chrIV,5213330,5213350	0	0	0	0.141942440360852	0	21UR
3714	chrIV,5274385,5274405	0.720908803389157	1.02018758468309	0.674233612612891	0.0315943402831743	0	21UR
3715	chrIV,5278458,5278478	0	0	0	0.395835591476711	0	21UR
3716	chrIV,5283936,5283956	0	0	0	0.73246708227046	0	21UR
3720	chrIV,5364419,5364439	0.0587548273323665	0	1.24651621391793	0.565347904453174	0	21UR
3724	chrIV,5376270,5376290	0.56549296618304	0	0	0.0603430180117605	0	21UR
3733	chrIV,5407116,5407136	0	0.185548596553252	0	0.168278875334616	0	21UR
3734	chrIV,5419651,5419671	0	0	0	0.115251016167185	0	21UR
3735	chrIV,5420409,5420429	0.113059010244766	0	0	0.589943513895635	0	21UR
3736	chrIV,5422742,5422762	0	0	0	0.321401083684705	0	21UR
3737	chrIV,5430087,5430107	0	0.0214706972465119	0	0.296326800914182	0	21UR
3738	chrIV,5437311,5437331	0	0	0	0.27723283258608	0	21UR
3739	chrIV,5438134,5438154	0.0587548273323665	0	0	0.685199459789585	0	21UR
3740	chrIV,5442734,5442754	0	0.143940694159049	0	0	0	21UR
3741	chrIV,5448838,5448858	0.0587548273323665	0	0	0.168278875334616	0	21UR
3742	chrIV,5450236,5450256	0	0	0	0.265908962951343	0	21UR
3746	chrIV,5477238,5477258	0.142333487512106	0	1.41900595394518	0	0	piRNA_type1
3751	chrIV,5492830,5492850	0	0	0	0.409991839043394	0	21UR
3752	chrIV,5497568,5497588	0	0	0	0.296326800914182	0	21UR
3753	chrIV,5499090,5499110	0.0587548273323665	0	0	0.271100303363184	0	21UR
3754	chrIV,5507693,5507713	0	0	0	0.141942440360852	0	21UR
3755	chrIV,5509224,5509244	0.0587548273323665	0	0	0.61385397536261	0	21UR
3756	chrIV,5513664,5513684	0	0	0	0.420416967359265	0	21UR
3757	chrIV,5514405,5514425	0	0	0	0.53375356417	0	21UR
3758	chrIV,5523137,5523157	0	0.185548596553252	0	0	0	21UR
3759	chrIV,5524848,5524868	0	0.342100999243443	0	0.720922360949116	0	21UR
3760	chrIV,5527620,5527640	0	0	0	0.088107294347716	0.102779427953268	21UR
3763	chrIV,5559098,5559118	0	0	0	0.47047224712793	0	21UR
3764	chrIV,5562140,5562160	0	0	0	0.0603430180117605	0	21UR
3765	chrIV,5568854,5568874	0	0.063855075424427	0	0	0	21UR
3766	chrIV,5573644,5573664	0	0	0	0.0315943402831743	0	21UR
3767	chrIV,5581974,5581994	0	0	0	0.296326800914182	0	21UR
3768	chrIV,5587414,5587434	0	0	0	0.27723283258608	0	21UR
3769	chrIV,5600105,5600125	0	0	0.560444268448082	0	0	21UR
3770	chrIV,5603171,5603191	0.377895783076456	0	0	0	0	21UR
3771	chrIV,5603707,5603727	0	0	0	0.168278875334616	0	21UR
3772	chrIV,5603867,5603887	0	0	0	0.141942440360852	0	21UR
3773	chrIV,5604960,5604980	0	0	0	0.245705251247459	0	piRNA_type1
3774	chrIV,5605689,5605709	0	0.063855075424427	0	0	0	21UR
3775	chrIV,5607749,5607769	0	0	0	0.109716507835651	0	21UR
3776	chrIV,5608807,5608827	0	0	0	0.115251016167185	0	21UR
3777	chrIV,5614010,5614030	0.0587548273323665	0	0	0.490332047623935	0	21UR
3778	chrIV,5614621,5614641	0	0	0	0.374585686139632	0	21UR
3779	chrIV,5614977,5614997	0	0	0	0.346336674809485	0	21UR
3780	chrIV,5622982,5623002	0	0	0	0.0315943402831743	0	21UR
3781	chrIV,5627791,5627811	0.0587548273323665	0	0	0.919513440492795	0	piRNA_type1
3782	chrIV,5629163,5629183	0	0.063855075424427	0	0	0	21UR
3783	chrIV,5647226,5647246	0	0	0	0.115251016167185	0	21UR
3784	chrIV,5648615,5648635	0.0587548273323665	0	0	0.346336674809485	0	21UR
3788	chrIV,5675546,5675566	0	0	0	0.0603430180117605	0	21UR
3789	chrIV,5679194,5679214	0	0	0	0.423506919851086	0	21UR
3790	chrIV,5680433,5680453	0	0	0	0.309875804222363	0	21UR
3792	chrIV,5710182,5710202	0	0.225939881289921	0	0	0	21UR
3793	chrIV,5712813,5712833	0	0	0	0.49357398790235	0	21UR
3794	chrIV,5723408,5723428	0	0	0	0.0315943402831743	0	21UR
3797	chrIV,5732525,5732545	0	0.304066928546372	0	0	0	21UR
3798	chrIV,5735630,5735650	0	0.100637770012422	0	0	0	21UR
3799	chrIV,5736279,5736299	0	0	0	0.4692801390604	0	21UR
3800	chrIV,5761057,5761077	0	0	0	0.27723283258608	0	21UR
3801	chrIV,5766810,5766830	0.113059010244766	0	0	0.75601876830122	0	21UR
3802	chrIV,5779931,5779951	0	0	0	0.115251016167185	0	piRNA_type1
3803	chrIV,5794527,5794547	0	0	0	0.0315943402831743	0	piRNA_type1
3804	chrIV,5799922,5799942	0.0587548273323665	0	0	0.296326800914182	0.102779427953268	21UR
3805	chrIV,5805949,5805969	0.0587548273323665	0	0	0.70886133359232	0	21UR
3806	chrIV,5810378,5810398	0	0	0	0.220121518035111	0	21UR
3808	chrIV,5825470,5825490	0	0	0	0.371144946425045	0	21UR
3809	chrIV,5829531,5829551	0	0	0	0.87519203752177	0	21UR
3810	chrIV,5838557,5838577	0	0	0	0.296326800914182	0	21UR
3811	chrIV,5839843,5839863	0	0	0	0.207125767952964	0	21UR
3812	chrIV,5842537,5842557	0	0.398556868961892	0	0	0	21UR
3813	chrIV,5843310,5843330	0	0	0	0.27723283258608	0	21UR
3814	chrIV,5847197,5847217	0	0.342100999243443	0	0	0	21UR
3816	chrIV,5861273,5861293	0	0	0	1.17876052862105	0	21UR
3817	chrIV,5862655,5862675	0.0587548273323665	0	0	0.220121518035111	0	21UR
3818	chrIV,5863567,5863587	0	0	0	0.109716507835651	0	21UR
3819	chrIV,5865481,5865501	0	0	0	0.53375356417	0	21UR
3820	chrIV,5865880,5865900	0.113059010244766	0.0427067270146706	0	0.87302924445876	0	21UR
3821	chrIV,5891296,5891316	0	0.52328038225977	0	0	0	21UR
3823	chrIV,5903379,5903399	0.0587548273323665	0	0	0.088107294347716	0	21UR
3824	chrIV,5906692,5906712	0	0.595815988341685	0	0	0	21UR
3825	chrIV,5911909,5911929	0	0.063855075424427	0	0	0	21UR
3826	chrIV,5915065,5915085	0	0	0	0.0315943402831743	0	21UR
3827	chrIV,5927883,5927903	0.0587548273323665	0.0214706972465119	0	0.84972144840604	0	21UR
3828	chrIV,5932023,5932043	0	0	0	0.321401083684705	0	21UR
3835	chrIV,5959527,5959547	0	0	0	0.779518312169535	0	21UR
3836	chrIV,5966293,5966313	0	0	0	0.589943513895635	0	21UR
3837	chrIV,5967089,5967109	0	0	0	0.589943513895635	0	21UR
3838	chrIV,5973733,5973753	0	0	0	0.0388468926183482	0	21UR
3839	chrIV,5981472,5981492	0	0	0	0.374585686139632	0	21UR
3840	chrIV,5986381,5986401	0.0587548273323665	0	0	0.0603430180117605	0	21UR
3842	chrIV,6013044,6013064	0	0	0	0.245705251247459	0	21UR
3843	chrIV,6021566,6021586	0	0	0	0.141942440360852	0	21UR
3844	chrIV,6025773,6025793	0	0	0	0.395835591476711	0	21UR
3845	chrIV,6031397,6031417	0.0587548273323665	0	0	0.194323719928095	0	21UR
3846	chrIV,6044471,6044491	0	0	0	0.69016602272345	0	21UR
3847	chrIV,6049078,6049098	0	0	0	0.0315943402831743	0	21UR
3848	chrIV,6051770,6051790	0.0587548273323665	0.210833899616757	0	0	0	21UR
3849	chrIV,6065660,6065680	0	0	0	0.61385397536261	0	21UR
3850	chrIV,6070246,6070266	0	0.0214706972465119	0	0.088107294347716	0	21UR
3851	chrIV,6073826,6073846	0	0	0	0.220121518035111	0	21UR
3852	chrIV,6076317,6076337	0.0587548273323665	0.0214706972465119	0	1.04258711060313	0	21UR
3853	chrIV,6084860,6084880	0	0.0214706972465119	0	0.296326800914182	0	21UR
3856	chrIV,6125695,6125715	0	0.0214706972465119	0	0.296326800914182	0	21UR
3857	chrIV,6125885,6125905	0.0587548273323665	0	0	0.84972144840604	0	21UR
3858	chrIV,6128382,6128402	0	0	0	0.0388468926183482	0	21UR
3859	chrIV,6131197,6131217	0	0.0545838715097285	0	0	0	21UR
3860	chrIV,6133306,6133326	0	0	0	0.14399537281445	0	21UR
3861	chrIV,6143869,6143889	0	0.225939881289921	0	0	0	21UR
3863	chrIV,6161201,6161221	0	0.0545838715097285	0	0	0	piRNA_type1
3864	chrIV,6167453,6167473	0	0.143940694159049	0	0	0	21UR
3865	chrIV,6168491,6168511	0.113059010244766	0	0	0.94269238652182	0	21UR
3866	chrIV,6180344,6180364	0.0587548273323665	0	0	1.0580006325964	0	21UR
3867	chrIV,6183393,6183413	0	0	0	0.168278875334616	0	21UR
3868	chrIV,6186929,6186949	0	0	0	0.14399537281445	0	21UR
3869	chrIV,6191472,6191492	0	0	0	0.0315943402831743	0	21UR
3870	chrIV,6201021,6201041	0	0	0	0.5966007467834	0	21UR
3871	chrIV,6201605,6201625	0	0	0	0.220121518035111	0	21UR
3872	chrIV,6203345,6203365	0.0587548273323665	0.0214706972465119	0	0.670912487053813	0	21UR
3874	chrIV,6261538,6261558	0	0	0	0.168278875334616	0	21UR
3875	chrIV,6262648,6262668	0.0587548273323665	0	0	0.420416967359265	0	21UR
3876	chrIV,6281085,6281105	0	0	0	0.565227947895085	0	21UR
3884	chrIV,6398407,6398427	0.0587548273323665	0.185548596553252	0	0.93637289432013	0	21UR
3885	chrIV,6404163,6404183	0	0	0	0.168278875334616	0	21UR
3886	chrIV,6405078,6405098	0	0.489301932043282	0	0	0	21UR
3887	chrIV,6412110,6412130	0	0	0	0.115251016167185	0	21UR
3893	chrIV,6431671,6431691	0.433385417244178	0	0	0	0	piRNA_type1
3894	chrIV,6433919,6433939	0	0	0	0.51778294283772	0	21UR
3895	chrIV,6435554,6435574	0	0	0	0.0315943402831743	0	21UR
3896	chrIV,6445076,6445096	0	0	0	0.61385397536261	0	21UR
3897	chrIV,6450574,6450594	0	0	0	0.656212479031848	0	21UR
3898	chrIV,6452703,6452723	0	0	0	0.661479240232525	0	21UR
3900	chrIV,6482725,6482745	0	0	0	0.211236081092168	0	21UR
3901	chrIV,6486649,6486669	0.0587548273323665	0	0	0.296326800914182	0	21UR
3902	chrIV,6499007,6499027	0	0	0	0.0603430180117605	0	21UR
3903	chrIV,6500178,6500198	0	0.0214706972465119	0	0.296326800914182	0	21UR
3908	chrIV,6530722,6530742	0.16580116207685	0.294383342402343	0	1.2199252191079	0	21UR
3909	chrIV,6543609,6543629	0	0	0	0.109716507835651	0	21UR
3915	chrIV,6578253,6578273	0	0.27351616038897	0	0	0	piRNA_type1
3918	chrIV,6642312,6642332	0	0.0545838715097285	0	1.46639736125935	0	21UR
3919	chrIV,6657938,6657958	0	0	0	0.271100303363184	0	21UR
3923	chrIV,6750776,6750796	0	0	0	0.220121518035111	0	21UR
3926	chrIV,6772461,6772481	0	0	0	0.141942440360852	0	piRNA_type1
3934	chrIV,6800910,6800930	0	0	0	0.966824503994925	0	piRNA_type1
3935	chrIV,6836805,6836825	0	0	0	0.141942440360852	0	21UR
3937	chrIV,6849099,6849119	0	0	0	1.02763033009708	0	21UR
3938	chrIV,6862903,6862923	0.0587548273323665	0	0	0.61385397536261	0	21UR
3952	chrIV,6983808,6983828	0	0	0	0.374585686139632	0	21UR
3953	chrIV,6998252,6998272	0.0587548273323665	0	0	0.766799048042112	0	21UR
3969	chrIV,7108097,7108117	0.0587548273323665	0.0214706972465119	0	0.194323719928095	0	21UR
3981	chrIV,7281763,7281783	0.0587548273323665	0	0	0.296326800914182	0	21UR
3987	chrIV,7416453,7416473	0.16580116207685	0	0	0.141942440360852	0	21UR
4000	chrIV,7520898,7520918	0	0.27351616038897	0	0	0	piRNA_type1
4081	chrIV,8428716,8428736	16.1024435161592	195.21049812037	4.73154868610148	285.081395512525	0.387657249317928	21UR
4140	chrIV,9131059,9131079	0	0	0	0.0315943402831743	0	21UR
4141	chrIV,9140165,9140185	0	0	0	0.168278875334616	0	21UR
4172	chrIV,9519090,9519110	0	0	0	0.661479240232525	0	21UR
4202	chrM,1851,1871	0.75131796392557	0.823312038932472	0.0542852270387814	0.346336674809485	0	21UR
4203	chrM,5725,5745	0.460792689835463	0.868879757229395	0	0	0	21UR
4204	chrM,8100,8120	3.9450239473081	1.13077915184763	0	0.99902285805797	0	21UR
4206	chrM,914,934	0.292635227610613	0.63074092640617	2.40112189122872	0.494797981422958	0	21UR
4265	chrV,10960696,10960716	0.0587548273323665	0	0	0.395835591476711	0	21UR
4296	chrV,11412548,11412568	0	0	0	0.245705251247459	0	21UR
4453	chrV,14393808,14393828	0.0587548273323665	6.83806829778648	1.30397864302294	5.09009313987283	0	21UR
4944	chrX,13262683,13262703	0.217553865407833	0	0	0	0	21UR
4963	chrX,14788438,14788458	0	0.379579587558133	0	0.141942440360852	0	21UR
4993	chrX,16480800,16480820	0.0587548273323665	0	0	0.0603430180117605	0	21UR
5093	chrX,974741,974761	0.561218281377109	0.416571510612551	0.788287162661866	0.342319751406401	0	21UR
